TICKER,OFTIC,ACTDATS,ESTIMATOR,FPI,MEASURE,VALUE,FPEDATS,ACTTIMS,ANNDATS,ANNDATS_ACT,ANNTIMS_ACT
MSFT,MSFT,19860807,00007,1,EPS,0.0056,19870630,0:00:00,19860807,19870723,0:00:00
MSFT,MSFT,19860814,00241,1,EPS,0.0056,19870630,0:00:00,19860814,19870723,0:00:00
MSFT,MSFT,19860827,00076,1,EPS,0.0056,19870630,0:00:00,19860827,19870723,0:00:00
MSFT,MSFT,19860828,00229,1,EPS,0.0056,19870630,0:00:00,19860828,19870723,0:00:00
MSFT,MSFT,19860828,00191,1,EPS,0.0069,19870630,0:00:00,19860828,19870723,0:00:00
MSFT,MSFT,19860909,00189,1,EPS,0.0056,19870630,0:00:00,19860909,19870723,0:00:00
MSFT,MSFT,19860911,00118,1,EPS,0.0056,19870630,0:00:00,19860911,19870723,0:00:00
MSFT,MSFT,19860917,00114,1,EPS,0.0056,19870630,0:00:00,19860917,19870723,0:00:00
MSFT,MSFT,19861015,00048,1,EPS,0.0075,19870630,0:00:00,19861015,19870723,0:00:00
MSFT,MSFT,19861015,00242,1,EPS,0.0056,19870630,0:00:00,19861015,19870723,0:00:00
MSFT,MSFT,19861015,00191,1,EPS,0.0075,19870630,0:00:00,19861015,19870723,0:00:00
MSFT,MSFT,19861021,00229,1,EPS,0.0075,19870630,0:00:00,19861021,19870723,0:00:00
MSFT,MSFT,19861023,00076,1,EPS,0.0069,19870630,0:00:00,19861023,19870723,0:00:00
MSFT,MSFT,19861023,00242,1,EPS,0.0075,19870630,0:00:00,19861023,19870723,0:00:00
MSFT,MSFT,19861023,00125,1,EPS,0.0069,19870630,0:00:00,19861023,19870723,0:00:00
MSFT,MSFT,19861023,00007,1,EPS,0.0075,19870630,0:00:00,19861023,19870723,0:00:00
MSFT,MSFT,19861030,00048,1,EPS,0.0081,19870630,0:00:00,19861030,19870723,0:00:00
MSFT,MSFT,19861030,00241,1,EPS,0.0075,19870630,0:00:00,19861030,19870723,0:00:00
MSFT,MSFT,19861105,00229,1,EPS,0.0075,19870630,0:00:00,19861105,19870723,0:00:00
MSFT,MSFT,19861113,00189,1,EPS,0.0075,19870630,0:00:00,19861113,19870723,0:00:00
MSFT,MSFT,19861116,00118,1,EPS,0.0075,19870630,0:00:00,19861116,19870723,0:00:00
MSFT,MSFT,19861119,00139,1,EPS,0.0056,19870630,0:00:00,19861119,19870723,0:00:00
MSFT,MSFT,19861119,00220,1,EPS,0.0069,19870630,0:00:00,19861119,19870723,0:00:00
MSFT,MSFT,19861119,00191,1,EPS,0.0081,19870630,0:00:00,19861119,19870723,0:00:00
MSFT,MSFT,19861119,00118,1,EPS,0.0081,19870630,0:00:00,19861119,19870723,0:00:00
MSFT,MSFT,19861126,00139,1,EPS,0.0081,19870630,0:00:00,19861126,19870723,0:00:00
MSFT,MSFT,19861203,00076,1,EPS,0.0075,19870630,0:00:00,19861203,19870723,0:00:00
MSFT,MSFT,19861204,00229,1,EPS,0.07,19870630,0:00:00,19861204,19870723,0:00:00
MSFT,MSFT,19861210,00308,1,EPS,0.0075,19870630,0:00:00,19861210,19870723,0:00:00
MSFT,MSFT,19861216,00139,1,EPS,0.0075,19870630,0:00:00,19861216,19870723,0:00:00
MSFT,MSFT,19861217,00254,1,EPS,0.0081,19870630,0:00:00,19861217,19870723,0:00:00
MSFT,MSFT,19861230,00241,1,EPS,0.0706,19870630,0:00:00,19861230,19870723,0:00:00
MSFT,MSFT,19861231,00125,1,EPS,0.0688,19870630,0:00:00,19861231,19870723,0:00:00
MSFT,MSFT,19861231,00007,1,EPS,0.0769,19870630,0:00:00,19861231,19870723,0:00:00
MSFT,MSFT,19870114,00114,1,EPS,0.0688,19870630,0:00:00,19870114,19870723,0:00:00
MSFT,MSFT,19870122,00139,1,EPS,0.0081,19870630,0:00:00,19870122,19870723,0:00:00
MSFT,MSFT,19870128,00118,1,EPS,0.0094,19870630,0:00:00,19870128,19870723,0:00:00
MSFT,MSFT,19870128,00189,1,EPS,0.0088,19870630,0:00:00,19870128,19870723,0:00:00
MSFT,MSFT,19870129,00108,1,EPS,0.0069,19870630,0:00:00,19870129,19870723,0:00:00
MSFT,MSFT,19870129,00242,1,EPS,0.0088,19870630,0:00:00,19870129,19870723,0:00:00
MSFT,MSFT,19870129,00076,1,EPS,0.0088,19870630,0:00:00,19870129,19870723,0:00:00
MSFT,MSFT,19870130,00308,1,EPS,0.0088,19870630,0:00:00,19870130,19870723,0:00:00
MSFT,MSFT,19870203,00007,1,EPS,0.0094,19870630,0:00:00,19870203,19870723,0:00:00
MSFT,MSFT,19870210,00308,1,EPS,0.0088,19870630,0:00:00,19870210,19870723,0:00:00
MSFT,MSFT,19870212,00125,1,EPS,0.0094,19870630,0:00:00,19870212,19870723,0:00:00
MSFT,MSFT,19870217,00254,1,EPS,0.0081,19870630,0:00:00,19870217,19870723,0:00:00
MSFT,MSFT,19870217,00114,1,EPS,0.0088,19870630,0:00:00,19870217,19870723,0:00:00
MSFT,MSFT,19870217,00048,1,EPS,0.0094,19870630,0:00:00,19870217,19870723,0:00:00
MSFT,MSFT,19870217,00007,1,EPS,0.0094,19870630,0:00:00,19870217,19870723,0:00:00
MSFT,MSFT,19870217,00191,1,EPS,0.0094,19870630,0:00:00,19870217,19870723,0:00:00
MSFT,MSFT,19870218,00239,1,EPS,0.0075,19870630,0:00:00,19870218,19870723,0:00:00
MSFT,MSFT,19870218,00242,1,EPS,0.0088,19870630,0:00:00,19870218,19870723,0:00:00
MSFT,MSFT,19870226,00308,1,EPS,0.0094,19870630,0:00:00,19870226,19870723,0:00:00
MSFT,MSFT,19870226,00279,1,EPS,0.0088,19870630,0:00:00,19870226,19870723,0:00:00
MSFT,MSFT,19870305,00239,1,EPS,0.0081,19870630,0:00:00,19870305,19870723,0:00:00
